2.59e+1, 1.51e-3
3.15e+1, 1.56e-3
3.71e+1, 1.60e-3
4.27e+1, 1.64e-3
4.84e+1, 1.67e-3
5.40e+1, 1.71e-3
5.96e+1, 1.74e-3
6.52e+1, 1.78e-3
7.08e+1, 1.81e-3
7.64e+1, 1.85e-3
8.20e+1, 1.90e-3
8.76e+1, 1.93e-3
9.32e+1, 1.96e-3
9.89e+1, 1.99e-3
1.04e+2, 2.01e-3
1.10e+2, 2.04e-3
1.16e+2, 2.07e-3
1.21e+2, 2.10e-3
1.27e+2, 2.13e-3
1.33e+2, 2.16e-3
1.38e+2, 2.19e-3
1.44e+2, 2.22e-3
1.49e+2, 2.25e-3
1.55e+2, 2.27e-3
1.61e+2, 2.30e-3
1.66e+2, 2.32e-3
1.72e+2, 2.35e-3
1.75e+2, 2.31e-3
